#frame_num,ros_time
573,1645481352.880748
574,1645481352.913578
575,1645481352.947482
576,1645481352.980144
577,1645481353.014085
578,1645481353.04694
579,1645481353.080681
580,1645481353.113514
581,1645481353.147421
582,1645481353.180104
583,1645481353.213981
584,1645481353.246863
585,1645481353.280683
586,1645481353.313442
587,1645481353.3474
588,1645481353.379962
589,1645481353.413946
590,1645481353.44683
591,1645481353.480685
592,1645481353.51338
593,1645481353.547343
594,1645481353.580112
595,1645481353.613969
596,1645481353.646768
597,1645481353.680589
598,1645481353.713316
599,1645481353.747291
600,1645481353.780138
601,1645481353.813975
602,1645481353.846748
603,1645481353.880574
604,1645481353.913467
605,1645481353.947252
606,1645481353.980076
607,1645481354.014052
608,1645481354.04681
609,1645481354.080652
610,1645481354.113403
611,1645481354.14729
612,1645481354.180083
613,1645481354.213886
614,1645481354.24679
615,1645481354.280569
616,1645481354.313366
617,1645481354.347318
618,1645481354.380111
619,1645481354.413961
620,1645481354.446799
621,1645481354.480627
622,1645481354.513411
623,1645481354.547417
624,1645481354.580149
625,1645481354.61431
626,1645481354.646757
627,1645481354.680637
628,1645481354.713359
629,1645481354.747309
630,1645481354.780092
631,1645481354.813962
632,1645481354.846826
633,1645481354.880668
634,1645481354.913434
635,1645481354.94737
636,1645481354.98004
637,1645481355.013973
638,1645481355.046806
639,1645481355.080655
640,1645481355.113391
641,1645481355.147316
642,1645481355.180107
643,1645481355.213967
644,1645481355.246797
645,1645481355.280662
646,1645481355.313432
647,1645481355.347349
648,1645481355.380141
649,1645481355.41406
650,1645481355.446856
651,1645481355.480783
652,1645481355.513566
653,1645481355.547483
654,1645481355.580199
655,1645481355.614076
656,1645481355.646855
657,1645481355.680731
658,1645481355.713465
659,1645481355.747433
660,1645481355.780079
661,1645481355.813929
662,1645481355.846846
663,1645481355.880695
664,1645481355.913476
665,1645481355.947418
666,1645481355.980134
667,1645481356.014031
668,1645481356.046883
669,1645481356.080664
670,1645481356.113525
671,1645481356.147374
672,1645481356.180192
673,1645481356.214112
674,1645481356.246841
675,1645481356.280708
676,1645481356.31373
677,1645481356.347317
678,1645481356.380102
679,1645481356.41394
680,1645481356.446789
681,1645481356.480597
682,1645481356.513405
683,1645481356.547367
684,1645481356.580161
685,1645481356.613978
686,1645481356.646755
687,1645481356.68061
688,1645481356.713379
689,1645481356.747364
690,1645481356.780151
691,1645481356.813998
692,1645481356.84671
693,1645481356.880527
694,1645481356.91349
695,1645481356.947349
696,1645481356.980737
697,1645481357.014008
698,1645481357.04689
699,1645481357.08063
700,1645481357.11339
701,1645481357.147334
702,1645481357.180126
703,1645481357.213949
704,1645481357.246752
705,1645481357.280629
706,1645481357.313466
707,1645481357.347289
708,1645481357.380044
709,1645481357.413933
710,1645481357.446895
711,1645481357.480608
712,1645481357.513508
713,1645481357.547309
714,1645481357.580188
715,1645481357.613897
716,1645481357.646825
717,1645481357.680661
718,1645481357.713466
719,1645481357.747742
720,1645481357.780218
721,1645481357.814047
722,1645481357.846923
723,1645481357.880738
724,1645481357.913541
725,1645481357.947435
726,1645481357.980151
727,1645481358.014075
728,1645481358.04689
729,1645481358.080701
730,1645481358.113599
731,1645481358.147475
732,1645481358.180319
733,1645481358.214193
734,1645481358.246889
735,1645481358.2808
736,1645481358.31353
737,1645481358.347509
738,1645481358.380277
739,1645481358.41412
740,1645481358.446933
741,1645481358.480731
742,1645481358.513538
743,1645481358.547481
744,1645481358.580256
745,1645481358.614038
746,1645481358.646957
747,1645481358.680818
748,1645481358.713596
749,1645481358.747534
750,1645481358.780266
751,1645481358.81421
752,1645481358.847008
753,1645481358.880898
754,1645481358.913652
755,1645481358.947576
756,1645481358.980292
757,1645481359.014231
758,1645481359.047181
759,1645481359.080944
760,1645481359.113714
761,1645481359.1477
762,1645481359.180434
763,1645481359.21444
764,1645481359.247122
765,1645481359.281091
766,1645481359.313866
767,1645481359.347695
768,1645481359.380631
769,1645481359.414435
770,1645481359.447245
771,1645481359.481182
772,1645481359.513836
773,1645481359.547708
774,1645481359.580445
775,1645481359.614552
776,1645481359.647176
777,1645481359.681016
778,1645481359.713942
779,1645481359.747803
780,1645481359.780631
781,1645481359.81449
782,1645481359.847303
783,1645481359.881168
784,1645481359.913858
785,1645481359.947827
786,1645481359.980639
787,1645481360.014591
788,1645481360.047497
789,1645481360.081413
790,1645481360.114155
791,1645481360.148124
792,1645481360.18083
793,1645481360.21476
794,1645481360.247559
795,1645481360.281522
796,1645481360.314404
797,1645481360.348076
798,1645481360.380873
799,1645481360.414809
800,1645481360.447736
801,1645481360.481504
802,1645481360.514388
803,1645481360.54821
804,1645481360.58101
805,1645481360.61509
806,1645481360.647754
807,1645481360.681606
808,1645481360.714484
809,1645481360.748578
810,1645481360.781089
811,1645481360.815037
812,1645481360.847739
813,1645481360.881636
814,1645481360.9144
815,1645481360.948406
816,1645481360.981171
817,1645481361.015025
818,1645481361.047689
819,1645481361.081446
820,1645481361.114325
821,1645481361.148188
822,1645481361.180901
823,1645481361.214806
824,1645481361.24738
825,1645481361.281378
826,1645481361.313986
827,1645481361.347953
828,1645481361.380754
829,1645481361.414641
830,1645481361.447519
831,1645481361.481262
832,1645481361.513982
833,1645481361.547863
834,1645481361.580648
835,1645481361.614447
836,1645481361.647378
837,1645481361.681091
838,1645481361.713855
839,1645481361.747818
840,1645481361.780644
841,1645481361.814484
842,1645481361.847229
843,1645481361.880969
844,1645481361.913781
845,1645481361.947607
846,1645481361.980328
847,1645481362.014164
848,1645481362.047003
849,1645481362.080851
850,1645481362.113574
851,1645481362.147557
852,1645481362.180382
853,1645481362.214208
854,1645481362.246912
855,1645481362.280739
856,1645481362.313518
857,1645481362.347437
858,1645481362.380216
859,1645481362.413941
860,1645481362.44688
861,1645481362.480641
862,1645481362.513385
863,1645481362.547318
864,1645481362.580127
865,1645481362.613912
866,1645481362.646773
867,1645481362.680562
868,1645481362.713429
869,1645481362.747383
870,1645481362.780118
871,1645481362.814388
872,1645481362.846862
873,1645481362.880819
874,1645481362.913526
875,1645481362.947464
876,1645481362.980281
877,1645481363.014052
878,1645481363.046819
879,1645481363.080802
880,1645481363.113726
881,1645481363.147514
882,1645481363.180332
883,1645481363.21417
884,1645481363.246988
885,1645481363.280777
886,1645481363.313545
887,1645481363.347434
888,1645481363.380215
889,1645481363.414184
890,1645481363.446928
891,1645481363.480827
892,1645481363.513626
893,1645481363.547466
894,1645481363.580266
895,1645481363.614128
896,1645481363.647012
897,1645481363.680963
898,1645481363.713563
899,1645481363.747491
900,1645481363.780347
901,1645481363.814198
902,1645481363.847102
903,1645481363.88097
904,1645481363.913792
905,1645481363.947644
906,1645481363.980474
907,1645481364.014288
908,1645481364.047234
909,1645481364.081134
910,1645481364.113961
911,1645481364.14786
912,1645481364.180681
913,1645481364.214497
914,1645481364.247344
915,1645481364.281182
916,1645481364.313991
917,1645481364.347932
918,1645481364.380719
919,1645481364.414587
920,1645481364.447407
921,1645481364.481198
922,1645481364.514037
923,1645481364.547917
924,1645481364.580734
925,1645481364.614655
926,1645481364.647325
927,1645481364.681141
928,1645481364.713998
929,1645481364.747846
930,1645481364.780575
931,1645481364.814529
932,1645481364.847331
933,1645481364.881109
934,1645481364.913944
935,1645481364.947944
936,1645481364.980582
937,1645481365.01446
938,1645481365.047471
939,1645481365.081202
940,1645481365.113922
941,1645481365.147859
942,1645481365.180609
943,1645481365.214489
944,1645481365.247556
945,1645481365.281248
946,1645481365.314073
947,1645481365.348099
948,1645481365.380761
949,1645481365.414773
950,1645481365.447541
951,1645481365.481434
952,1645481365.514228
953,1645481365.548085
954,1645481365.580896
955,1645481365.614794
956,1645481365.647582
957,1645481365.681557
958,1645481365.714214
959,1645481365.748033
960,1645481365.780912
961,1645481365.814712
962,1645481365.847576
963,1645481365.881567
964,1645481365.9142
965,1645481365.948348
966,1645481365.981024
967,1645481366.014919
968,1645481366.047754
969,1645481366.08149
970,1645481366.114255
971,1645481366.148228
972,1645481366.181002
973,1645481366.215031
974,1645481366.247508
975,1645481366.281458
976,1645481366.314243
977,1645481366.348181
978,1645481366.380824
979,1645481366.414753
980,1645481366.44761
981,1645481366.481531
982,1645481366.514194
983,1645481366.548096
984,1645481366.580909
985,1645481366.61484
986,1645481366.647634
987,1645481366.681424
988,1645481366.714236
989,1645481366.748359
990,1645481366.7809
991,1645481366.814821
992,1645481366.8475
993,1645481366.881422
994,1645481366.914289
995,1645481366.948173
996,1645481366.980955
997,1645481367.014897
998,1645481367.04775
999,1645481367.081511
1000,1645481367.114312
1001,1645481367.148419
1002,1645481367.180996
1003,1645481367.214972
1004,1645481367.247833
1005,1645481367.281637
1006,1645481367.314403
1007,1645481367.348389
1008,1645481367.38122
1009,1645481367.414924
1010,1645481367.447593
1011,1645481367.481541
1012,1645481367.514253
1013,1645481367.548254
1014,1645481367.580873
1015,1645481367.614817
1016,1645481367.647593
1017,1645481367.68144
1018,1645481367.714187
1019,1645481367.748046
1020,1645481367.780804
1021,1645481367.814673
1022,1645481367.847422
1023,1645481367.881202
1024,1645481367.914036
1025,1645481367.947919
1026,1645481367.980558
1027,1645481368.014459
1028,1645481368.04726
1029,1645481368.08107
1030,1645481368.113838
1031,1645481368.147747
1032,1645481368.180486
1033,1645481368.214326
1034,1645481368.246988
1035,1645481368.280827
1036,1645481368.31364
1037,1645481368.347632
1038,1645481368.380378
1039,1645481368.414148
1040,1645481368.447063
1041,1645481368.480803
1042,1645481368.513547
1043,1645481368.547549
1044,1645481368.580292
1045,1645481368.614228
1046,1645481368.646916
1047,1645481368.680819
1048,1645481368.713558
1049,1645481368.747586
1050,1645481368.780245
1051,1645481368.81414
1052,1645481368.846932
1053,1645481368.880862
1054,1645481368.913578
1055,1645481368.94748
1056,1645481368.980335
1057,1645481369.014145
1058,1645481369.047116
1059,1645481369.080791
1060,1645481369.113608
1061,1645481369.147429
1062,1645481369.180154
1063,1645481369.214029
1064,1645481369.246944
1065,1645481369.280738
1066,1645481369.31355
1067,1645481369.347528
1068,1645481369.380186
1069,1645481369.414032
1070,1645481369.447017
1071,1645481369.480872
1072,1645481369.513702
1073,1645481369.547637
1074,1645481369.580317
1075,1645481369.614136
1076,1645481369.647026
1077,1645481369.68076
1078,1645481369.713625
1079,1645481369.747543
1080,1645481369.780233
1081,1645481369.814166
1082,1645481369.847075
1083,1645481369.880944
1084,1645481369.913731
1085,1645481369.947699
1086,1645481369.980428
1087,1645481370.014293
1088,1645481370.047199
1089,1645481370.08106
1090,1645481370.113718
1091,1645481370.147576
1092,1645481370.180514
1093,1645481370.214341
1094,1645481370.247126
1095,1645481370.280958
1096,1645481370.313687
1097,1645481370.347686
1098,1645481370.38046
1099,1645481370.41434
1100,1645481370.447184
1101,1645481370.481027
1102,1645481370.513722
1103,1645481370.547642
1104,1645481370.58048
1105,1645481370.614297
1106,1645481370.647171
1107,1645481370.680966
1108,1645481370.71388
1109,1645481370.747707
1110,1645481370.780357
1111,1645481370.814306
1112,1645481370.84719
1113,1645481370.88102
1114,1645481370.913794
1115,1645481370.947735
1116,1645481370.980409
1117,1645481371.014299
1118,1645481371.047143
1119,1645481371.080916
1120,1645481371.113698
1121,1645481371.147687
1122,1645481371.180392
1123,1645481371.214335
1124,1645481371.247184
1125,1645481371.281005
1126,1645481371.313844
1127,1645481371.347666
1128,1645481371.380514
1129,1645481371.414381
1130,1645481371.44722
1131,1645481371.481109
1132,1645481371.513886
1133,1645481371.547822
1134,1645481371.580449
1135,1645481371.614412
1136,1645481371.647161
1137,1645481371.681009
1138,1645481371.713794
1139,1645481371.747773
1140,1645481371.780535
1141,1645481371.814394
1142,1645481371.847118
1143,1645481371.881047
1144,1645481371.913805
1145,1645481371.947782
1146,1645481371.98049
1147,1645481372.014303
1148,1645481372.047249
1149,1645481372.081102
1150,1645481372.113845
1151,1645481372.147684
1152,1645481372.180609
1153,1645481372.214353
1154,1645481372.247192
1155,1645481372.281016
1156,1645481372.313777
1157,1645481372.347742
1158,1645481372.380378
1159,1645481372.414262
1160,1645481372.447153
1161,1645481372.481018
1162,1645481372.513723
1163,1645481372.547651
1164,1645481372.580356
1165,1645481372.614209
1166,1645481372.64705
1167,1645481372.680857
1168,1645481372.713682
1169,1645481372.747671
1170,1645481372.780479
1171,1645481372.814197
1172,1645481372.847157
1173,1645481372.880987
1174,1645481372.913784
1175,1645481372.947618
1176,1645481372.980488
1177,1645481373.014248
1178,1645481373.047023
1179,1645481373.080961
1180,1645481373.113688
1181,1645481373.147677
1182,1645481373.180379
1183,1645481373.21425
1184,1645481373.247068
1185,1645481373.2813
1186,1645481373.313893
1187,1645481373.347796
1188,1645481373.380596
1189,1645481373.414397
1190,1645481373.447182
1191,1645481373.48102
1192,1645481373.513847
1193,1645481373.547804
1194,1645481373.580539
1195,1645481373.614495
1196,1645481373.647301
1197,1645481373.681151
1198,1645481373.714007
1199,1645481373.747968
1200,1645481373.780732
1201,1645481373.814632
1202,1645481373.847514
1203,1645481373.881264
1204,1645481373.914276
1205,1645481373.948174
1206,1645481373.980911
1207,1645481374.014852
1208,1645481374.047702
1209,1645481374.081533
1210,1645481374.11438
1211,1645481374.148246
1212,1645481374.181113
1213,1645481374.214954
1214,1645481374.247866
1215,1645481374.281747
1216,1645481374.314618
1217,1645481374.348578
1218,1645481374.381298
1219,1645481374.415167
1220,1645481374.448117
1221,1645481374.481812
1222,1645481374.514684
1223,1645481374.548613
1224,1645481374.581469
1225,1645481374.615393
1226,1645481374.648268
1227,1645481374.682148
1228,1645481374.715002
1229,1645481374.748873
1230,1645481374.781684
1231,1645481374.815604
1232,1645481374.848259
1233,1645481374.882014
1234,1645481374.914848
1235,1645481374.94892
1236,1645481374.981559
1237,1645481375.015398
1238,1645481375.048197
1239,1645481375.082038
1240,1645481375.114875
1241,1645481375.148674
1242,1645481375.181405
1243,1645481375.215475
1244,1645481375.248024
1245,1645481375.281755
1246,1645481375.314569
1247,1645481375.348494
1248,1645481375.381314
1249,1645481375.41515
1250,1645481375.447974
1251,1645481375.481714
1252,1645481375.514527
1253,1645481375.548343
1254,1645481375.581121
1255,1645481375.614953
1256,1645481375.647588
1257,1645481375.68153
1258,1645481375.714295
1259,1645481375.748134
1260,1645481375.781062
1261,1645481375.814805
1262,1645481375.84755
1263,1645481375.881276
1264,1645481375.914199
1265,1645481375.948032
1266,1645481375.980719
1267,1645481376.014613
1268,1645481376.047588
1269,1645481376.081368
1270,1645481376.114158
1271,1645481376.148048
1272,1645481376.180645
1273,1645481376.214644
1274,1645481376.24728
1275,1645481376.281144
1276,1645481376.313878
1277,1645481376.34774
1278,1645481376.380486
1279,1645481376.414373
1280,1645481376.447199
1281,1645481376.480966
1282,1645481376.51372
1283,1645481376.547643
1284,1645481376.580462
1285,1645481376.614352
1286,1645481376.647258
1287,1645481376.681154
1288,1645481376.713766
1289,1645481376.74779
1290,1645481376.780445
1291,1645481376.814328
1292,1645481376.847122
1293,1645481376.880942
1294,1645481376.913869
1295,1645481376.947707
1296,1645481376.980478
1297,1645481377.014331
1298,1645481377.047095
1299,1645481377.081009
1300,1645481377.113693
1301,1645481377.147672
1302,1645481377.180387
1303,1645481377.214322
1304,1645481377.247229
1305,1645481377.280993
1306,1645481377.313818
1307,1645481377.347833
1308,1645481377.380511
1309,1645481377.414281
1310,1645481377.447164
1311,1645481377.48099
1312,1645481377.513644
1313,1645481377.547588
1314,1645481377.580471
1315,1645481377.614231
1316,1645481377.647159
1317,1645481377.680959
1318,1645481377.713756
1319,1645481377.74763
1320,1645481377.780426
1321,1645481377.814255
1322,1645481377.847249
1323,1645481377.880159
1324,1645481377.913842
1325,1645481377.947073
1326,1645481377.981025
1327,1645481378.013645
1328,1645481378.047474
1329,1645481378.080239
1330,1645481378.114097
1331,1645481378.146889
1332,1645481378.180784
1333,1645481378.21355
1334,1645481378.247652
1335,1645481378.280282
1336,1645481378.314128
1337,1645481378.346977
1338,1645481378.380677
1339,1645481378.413615
1340,1645481378.447512
1341,1645481378.480301
1342,1645481378.514146
1343,1645481378.547028
1344,1645481378.580933
1345,1645481378.613632
1346,1645481378.647496
1347,1645481378.680321
1348,1645481378.714208
1349,1645481378.74704
1350,1645481378.780787
1351,1645481378.813659
1352,1645481378.847546
1353,1645481378.880263
1354,1645481378.914112
1355,1645481378.94699
1356,1645481378.980858
1357,1645481379.013638
1358,1645481379.047585
1359,1645481379.080414
1360,1645481379.114131
