1645481329.585332394,42.523450745,-71.601933945,111.525878906,0.028224000,0.028561000,0.070756000
1645481329.595154285,42.523450745,-71.601933944,111.525871277,0.028224000,0.028561000,0.070756000
1645481329.605263233,42.523450745,-71.601933946,111.525848389,0.028224000,0.028561000,0.070756000
1645481329.615208626,42.523450745,-71.601933945,111.525840759,0.028224000,0.028561000,0.070756000
1645481329.625189066,42.523450745,-71.601933945,111.525833130,0.028224000,0.028561000,0.070756000
1645481329.635146618,42.523450744,-71.601933946,111.525802612,0.028224000,0.028561000,0.070756000
1645481329.645252228,42.523450745,-71.601933945,111.525794983,0.028224000,0.028561000,0.070756000
1645481329.655185938,42.523450745,-71.601933945,111.525787354,0.028224000,0.028561000,0.070756000
1645481329.665140629,42.523450744,-71.601933946,111.525764465,0.028224000,0.028561000,0.070756000
1645481329.675381899,42.523450745,-71.601933946,111.525756836,0.028224000,0.028561000,0.070756000
1645481329.685321093,42.523450745,-71.601933945,111.525741577,0.028224000,0.028561000,0.070756000
1645481329.695145845,42.523450743,-71.601933947,111.525802612,0.028224000,0.028561000,0.070756000
1645481329.705095530,42.523450744,-71.601933947,111.525794983,0.028224000,0.028561000,0.070756000
1645481329.715277910,42.523450744,-71.601933946,111.525787354,0.028224000,0.028561000,0.070756000
1645481329.725153208,42.523450743,-71.601933948,111.525848389,0.028224000,0.028561000,0.070756000
1645481329.735255003,42.523450743,-71.601933947,111.525840759,0.028224000,0.028561000,0.070756000
1645481329.745296240,42.523450743,-71.601933947,111.525833130,0.028224000,0.028561000,0.070756000
1645481329.755320549,42.523450742,-71.601933948,111.525886536,0.028224000,0.028561000,0.070756000
1645481329.765263081,42.523450742,-71.601933948,111.525878906,0.028224000,0.028561000,0.070756000
1645481329.775075674,42.523450742,-71.601933947,111.525871277,0.028224000,0.028561000,0.070756000
1645481329.785182714,42.523450741,-71.601933949,111.525924683,0.028224000,0.028561000,0.070756000
1645481329.795319557,42.523450741,-71.601933948,111.525917053,0.028224000,0.028561000,0.070756000
1645481329.805239201,42.523450741,-71.601933948,111.525917053,0.028224000,0.028561000,0.070756000
1645481329.815239668,42.523450740,-71.601933949,111.525970459,0.028224000,0.028561000,0.070756000
1645481329.825323820,42.523450740,-71.601933949,111.525970459,0.028224000,0.028561000,0.070756000
1645481329.835301161,42.523450741,-71.601933948,111.525962830,0.028224000,0.028561000,0.070756000
1645481329.845347881,42.523450740,-71.601933950,111.526016235,0.028224000,0.028561000,0.070756000
1645481329.855309486,42.523450740,-71.601933949,111.526008606,0.028224000,0.028561000,0.070756000
1645481329.865259171,42.523450740,-71.601933949,111.526000977,0.028224000,0.028561000,0.070756000
1645481329.875217676,42.523450739,-71.601933950,111.526054382,0.028224000,0.028561000,0.070756000
1645481329.885168552,42.523450739,-71.601933949,111.526046753,0.028224000,0.028561000,0.070756000
1645481329.895296574,42.523450739,-71.601933949,111.526039124,0.028224000,0.028561000,0.070756000
1645481329.905249119,42.523450738,-71.601933950,111.526092529,0.028224000,0.028561000,0.070756000
1645481329.915217638,42.523450739,-71.601933950,111.526084900,0.028224000,0.028561000,0.070756000
1645481329.925300598,42.523450739,-71.601933949,111.526077271,0.028224000,0.028561000,0.070756000
1645481329.935245514,42.523450738,-71.601933951,111.526008606,0.028224000,0.028561000,0.070756000
1645481329.945316076,42.523450738,-71.601933951,111.526000977,0.028224000,0.028561000,0.070756000
1645481329.955176115,42.523450738,-71.601933950,111.526000977,0.028224000,0.028561000,0.070756000
1645481329.965290785,42.523450737,-71.601933952,111.525939941,0.028224000,0.028561000,0.070756000
1645481329.975229025,42.523450737,-71.601933952,111.525932312,0.028224000,0.028561000,0.070756000
1645481329.985183001,42.523450738,-71.601933952,111.525924683,0.028224000,0.028561000,0.070756000
1645481329.995143890,42.523450737,-71.601933953,111.525863647,0.028224000,0.028561000,0.070756000
1645481330.005252838,42.523450737,-71.601933953,111.525863647,0.028224000,0.028561000,0.070756000
1645481330.015219927,42.523450737,-71.601933953,111.525856018,0.028224000,0.028561000,0.070756000
1645481330.025152683,42.523450736,-71.601933954,111.525794983,0.028224000,0.028561000,0.070756000
1645481330.035405874,42.523450737,-71.601933954,111.525787354,0.028224000,0.028561000,0.070756000
1645481330.045524359,42.523450737,-71.601933954,111.525787354,0.028224000,0.028561000,0.070756000
1645481330.055286407,42.523450736,-71.601933955,111.525733948,0.028224000,0.028561000,0.070756000
1645481330.065234661,42.523450736,-71.601933955,111.525726318,0.028224000,0.028561000,0.070756000
1645481330.075210333,42.523450736,-71.601933954,111.525718689,0.028224000,0.028561000,0.070756000
1645481330.085331678,42.523450736,-71.601933956,111.525672913,0.028224000,0.028561000,0.070756000
1645481330.095308065,42.523450736,-71.601933956,111.525665283,0.028224000,0.028561000,0.070756000
1645481330.105343819,42.523450736,-71.601933955,111.525650024,0.028224000,0.028561000,0.070756000
1645481330.115214109,42.523450735,-71.601933957,111.525604248,0.028224000,0.028561000,0.070756000
1645481330.125161171,42.523450735,-71.601933956,111.525596619,0.028224000,0.028561000,0.070756000
1645481330.135329247,42.523450736,-71.601933956,111.525588989,0.028224000,0.028561000,0.070756000
1645481330.145357132,42.523450735,-71.601933957,111.525550842,0.028224000,0.028561000,0.070756000
