1645481329.441301346,0.000000000
1645481329.473256588,0.000000000
1645481329.506483316,0.000000000
1645481329.541407824,0.000000000
1645481329.573755264,0.000000000
1645481329.607037783,0.000000000
1645481329.640539646,0.000000000
1645481329.674343109,0.000000000
1645481329.707645655,0.000000000
1645481329.742501259,0.000000000
1645481329.774835825,0.000000000
1645481329.808025599,0.000000000
1645481329.842952967,0.000000000
1645481329.875284195,0.000000001
1645481329.908608437,0.000000001
1645481329.943409681,0.000000001
1645481329.975591421,0.000000001
1645481330.010027170,0.000000001
1645481330.044327974,0.000000002
1645481330.076083183,0.000000002
1645481330.111436129,0.000000002
1645481330.144822836,0.000000003
1645481330.177486181,0.000000004
1645481330.209830046,0.000000004
1645481330.245357752,0.000000005
1645481330.277493954,0.000000007
1645481330.311506510,0.000000008
1645481330.344731569,0.000000010
1645481330.377635479,0.000000013
1645481330.412797928,0.000000016
1645481330.444947004,0.000000019
1645481330.478215694,0.000000024
1645481330.512759686,0.000000029
1645481330.545166016,0.000000036
1645481330.578717470,0.000000045
1645481330.613011122,0.000000055
1645481330.646873236,0.000000068
1645481330.679164648,0.000000085
1645481330.713320732,0.000000104
1645481330.747160435,0.000000129
1645481330.779735088,0.000000159
1645481330.813813448,0.000000196
1645481330.847562313,0.000000243
1645481330.879938602,0.000000299
1645481330.913317204,0.000000370
1645481330.949114799,0.000000456
1645481330.980489492,0.000000563
1645481331.015026569,0.000000696
1645481331.047330141,0.000000859
1645481331.081197262,0.000001060
1645481331.115441322,0.000001309
1645481331.148775339,0.000001616
1645481331.181608915,0.000001995
1645481331.213918924,0.000002463
1645481331.248223543,0.000003041
1645481331.282798529,0.000003754
1645481331.315311193,0.000004634
1645481331.347599983,0.000005721
1645481331.382056952,0.000007063
1645481331.414923906,0.000008720
1645481331.447983027,0.000010766
1645481331.482004881,0.000013291
1645481331.514395475,0.000016409
1645481331.547513008,0.000020258
1645481331.581782818,0.000025009
1645481331.614693165,0.000030876
1645481331.648011208,0.000038118
1645481331.682196140,0.000047060
1645481331.715099573,0.000058098
1645481331.748407125,0.000071726
1645481331.782579422,0.000088551
1645481331.814356327,0.000109322
1645481331.847688913,0.000134966
1645481331.882596016,0.000166624
1645481331.914865971,0.000205709
1645481331.949294806,0.000253962
1645481331.983066320,0.000313533
1645481332.015406132,0.000387078
1645481332.049549818,0.000477874
1645481332.083448172,0.000589968
1645481332.115573168,0.000728356
1645481332.149912357,0.000899205
1645481332.183769703,0.001110129
1645481332.216228485,0.001370530
1645481332.250429630,0.001692012
1645481332.284175873,0.002088904
1645481332.316490412,0.002578894
1645481332.350961208,0.003183819
1645481332.384588480,0.003930641
1645481332.416792154,0.004852643
1645481332.451263189,0.005990918
1645481332.485056162,0.007396195
1645481332.517325878,0.009131105
1645481332.551840782,0.011272969
1645481332.585540533,0.013917245
1645481332.617813826,0.017181784
1645481332.652056217,0.021212079
1645481332.685155153,0.026187752
1645481332.718358517,0.032330558
1645481332.752579689,0.039914270
1645481332.785076380,0.049276876
1645481332.819095612,0.060835650
1645481332.852926254,0.075105740
1645481332.887174368,0.092723136
1645481332.919462204,0.114473008
1645481332.953694582,0.139096306
1645481332.987004757,0.161896612
1645481333.020032883,0.180324656
1645481333.052979946,0.195647416
1645481333.088235855,0.208547796
1645481333.120777845,0.220046417
1645481333.154312134,0.230655749
1645481333.188739061,0.240402948
1645481333.220884085,0.249722427
1645481333.254735947,0.258583855
1645481333.288009882,0.266936491
1645481333.320940971,0.274706913
1645481333.355986118,0.282241433
1645481333.389316797,0.289875849
1645481333.421777010,0.297059053
1645481333.455887318,0.304111185
1645481333.489632845,0.310900865
1645481333.521897316,0.317730694
1645481333.555312157,0.324459386
1645481333.588984013,0.330941144
1645481333.622035503,0.337464846
1645481333.655574322,0.343875562
1645481333.688964605,0.350459004
1645481333.722673655,0.357062903
1645481333.756269455,0.363535901
1645481333.789482355,0.369720809
1645481333.823174715,0.375893273
1645481333.857466936,0.381882709
1645481333.891266584,0.387510374
1645481333.923572779,0.393027082
1645481333.958135843,0.398678701
1645481333.991678238,0.404271432
1645481334.023951769,0.410054532
1645481334.058355570,0.415840062
1645481334.092006683,0.421885871
1645481334.124329567,0.428015730
1645481334.158832073,0.434057154
1645481334.192543507,0.440279397
1645481334.224979639,0.446514092
1645481334.259404898,0.452593428
1645481334.293231487,0.458788347
1645481334.325579882,0.465374944
1645481334.359886646,0.472201092
1645481334.392423391,0.479125337
1645481334.425950766,0.486456279
1645481334.459363222,0.494074965
1645481334.494490385,0.501875262
1645481334.526436090,0.509759137
1645481334.559871435,0.518077955
1645481334.593264341,0.526756792
1645481334.627032042,0.536182443
1645481334.661483765,0.546329311
1645481334.695182800,0.557649622
1645481334.727348804,0.570202219
1645481334.761762381,0.584546544
1645481334.795598984,0.601321894
1645481334.828054905,0.620384553
1645481334.862259150,0.642584104
1645481334.894602060,0.668018576
1645481334.928574324,0.696484493
1645481334.962765932,0.727913485
1645481334.996421099,0.761923559
1645481335.028991938,0.798247757
1645481335.062839746,0.837167935
1645481335.097362280,0.877744610
1645481335.129499197,0.920449162
1645481335.162946224,0.965402128
1645481335.196500063,1.011487213
1645481335.229725122,1.059421296
1645481335.264049292,1.110003661
1645481335.298294783,1.162368906
1645481335.330176830,1.217068123
1645481335.364244461,1.274310747
1645481335.398889065,1.333082528
1645481335.430659294,1.393774407
1645481335.465886831,1.456862899
1645481335.498256445,1.520702935
1645481335.531292915,1.586357015
1645481335.566525221,1.654522809
1645481335.599880934,1.723335854
1645481336.302703142,3.334363358
1645481336.335086823,3.408624923
1645481336.368464470,3.481933846
1645481336.403452158,3.557557352
1645481336.435532331,3.633517673
1645481336.468834162,3.708297733
1645481336.503708124,3.785230320
1645481336.536197901,3.860167618
1645481336.570243597,3.934666706
1645481336.604044676,4.008482422
1645481336.636748791,4.080893466
1645481336.669509649,4.152898650
1645481336.704618692,4.225478700
1645481336.737237930,4.296965887
1645481336.770113707,4.367872172
1645481336.805157661,4.439574981
1645481336.837142706,4.509921811
1645481336.870862246,4.580265157
1645481336.905505896,4.650620320
1645481336.937845230,4.720111771
1645481336.971691370,4.789162525
1645481337.006086826,4.859067312
1645481337.038158417,4.928039173
1645481337.071820974,4.996032287
1645481337.105117321,5.064294246
1645481337.138978243,5.130964875
1645481337.172493219,5.196341470
1645481337.205666065,5.261555012
1645481337.239591599,5.327283536
1645481337.273028135,5.391108277
1645481337.307750463,5.454536733
1645481337.339961290,5.518167381
1645481337.374339819,5.582162032
1645481337.408035994,5.649372794
1645481337.440263748,5.717001281
1645481337.473923206,5.784050443
1645481337.506707191,5.849943087
1645481337.540890455,5.915387516
1645481337.573701382,5.981072056
1645481337.609045267,6.046804374
1645481337.641420841,6.111948592
1645481337.675229788,6.175396937
1645481337.709216833,6.239531492
1645481337.741238117,6.304982204
1645481337.775635004,6.369317925
1645481337.809795141,6.432731889
1645481337.841829300,6.498050324
1645481337.875135899,6.562390508
1645481337.908710480,6.625500195
1645481337.942194223,6.689300693
1645481337.976649761,6.752624346
1645481338.008838654,6.815173602
1645481338.042835712,6.878399113
