1645481329.585373402,0.347200000,0.077100000,9.803100000,-0.001190000,-0.001880000,-0.001270000,-0.018602770,0.001206450,0.953593526,0.300519332
1645481329.595215082,0.354500000,0.088000000,9.795500000,0.000140000,0.001090000,0.000060000,-0.018607714,0.001209058,0.953593437,0.300519298
1645481329.605310440,0.357300000,0.098900000,9.786600000,0.000600000,0.001220000,-0.000240000,-0.018611905,0.001214077,0.953592894,0.300520740
1645481329.615255356,0.355000000,0.095800000,9.790600000,-0.000230000,0.000030000,-0.000660000,-0.018612202,0.001213189,0.953591844,0.300524059
1645481329.625228405,0.351300000,0.083200000,9.798500000,0.000910000,-0.000550000,0.000040000,-0.018607838,0.001217054,0.953591885,0.300524181
1645481329.635205746,0.352900000,0.082000000,9.802400000,-0.001030000,-0.000750000,0.001000000,-0.018605056,0.001210840,0.953593466,0.300519364
1645481329.645294666,0.358900000,0.090000000,9.789900000,-0.000050000,0.000020000,0.000410000,-0.018605208,0.001210336,0.953593917,0.300517924
1645481329.655222654,0.360100000,0.094700000,9.788500000,-0.000190000,0.000030000,-0.002450000,-0.018605670,0.001210719,0.953590153,0.300529839
1645481329.665198088,0.356700000,0.091400000,9.795700000,0.000690000,-0.000780000,-0.000880000,-0.018600171,0.001213264,0.953588867,0.300534248
1645481329.675429344,0.355100000,0.077800000,9.806200000,0.000060000,0.001830000,-0.000270000,-0.018608601,0.001216474,0.953588272,0.300535601
1645481329.685350418,0.355600000,0.080000000,9.796200000,-0.000610000,-0.001470000,0.000220000,-0.018602352,0.001211349,0.953588546,0.300535141
1645481329.695195436,0.361300000,0.090300000,9.792300000,0.000050000,0.001460000,0.000260000,-0.018608401,0.001213762,0.953588742,0.300534134
1645481329.705143690,0.357800000,0.091800000,9.791500000,0.000190000,0.000230000,-0.000970000,-0.018608897,0.001215586,0.953587221,0.300538920
1645481329.715297461,0.354100000,0.084900000,9.798700000,0.000730000,-0.000580000,0.000210000,-0.018604986,0.001218003,0.953587566,0.300538060
1645481329.725198030,0.350600000,0.077600000,9.805900000,-0.001100000,-0.001100000,0.001390000,-0.018600775,0.001211310,0.953589621,0.300531827
1645481329.735286713,0.354500000,0.080100000,9.799400000,0.001470000,0.001400000,-0.002210000,-0.018605183,0.001220771,0.953586194,0.300542388
1645481329.745317459,0.357400000,0.094900000,9.792700000,-0.000230000,-0.000140000,-0.000020000,-0.018604379,0.001220003,0.953586060,0.300542865
1645481329.755357027,0.353500000,0.093700000,9.797100000,-0.000690000,0.000200000,0.001080000,-0.018605437,0.001216573,0.953587567,0.300538032
1645481329.765294552,0.350800000,0.081600000,9.801500000,0.001780000,-0.000680000,0.001060000,-0.018599401,0.001224009,0.953589115,0.300533466
1645481329.775114536,0.350100000,0.075500000,9.809000000,-0.000780000,0.000980000,-0.002200000,-0.018605207,0.001222380,0.953585734,0.300543842
1645481329.785208702,0.355700000,0.089300000,9.792600000,-0.001730000,-0.001730000,0.000080000,-0.018598703,0.001211418,0.953585895,0.300543776
