1645481329.585395813,0.000000000,0.000000000,0.002828551,0.000000000
1645481329.595219612,0.000000000,0.000000000,0.002829824,0.000000000
1645481329.605331659,0.000000000,0.000000000,0.002832426,0.000000000
1645481329.615257978,0.000000000,0.000000000,0.002832016,0.000000000
1645481329.625237942,0.000000000,0.000000000,0.002828576,0.000000000
1645481329.635213137,0.000000000,0.000000000,0.002821952,0.000000000
1645481329.645309448,0.000000000,0.000000000,0.002811851,0.000000000
1645481329.655238152,0.000000000,0.000000000,0.002797821,0.000000000
1645481329.665197611,0.000000000,0.000000000,0.002779237,0.000000000
1645481329.706823111,0.000000000,0.000000000,0.002759727,0.000000000
1645481329.706842661,0.000000000,0.000000000,0.002738423,0.000000000
1645481329.706853390,0.000000000,0.000000000,0.002718831,0.000000000
1645481329.706866503,0.000000000,0.000000000,0.002700078,0.000000000
1645481329.750828028,0.000000000,0.000000000,0.002681329,0.000000000
1645481329.750851870,0.000000000,0.000000000,0.002661748,0.000000000
1645481329.750867605,0.000000000,0.000000000,0.002644918,0.000000000
1645481329.750876188,0.000000000,0.000000000,0.002630091,0.000000000
1645481329.794842958,0.000000000,0.000000000,0.002616605,0.000000000
1645481329.794858932,0.000000000,0.000000000,0.002603858,0.000000000
1645481329.794869900,0.000000000,0.000000000,0.002591284,0.000000000
1645481329.794879198,0.000000000,0.000000000,0.002578321,0.000000000
1645481329.838823557,0.000000000,0.000000000,0.002568849,0.000000000
1645481329.838841438,0.000000000,0.000000000,0.002557989,0.000000000
1645481329.838859081,0.000000000,0.000000000,0.002545256,0.000000000
1645481329.838867903,0.000000000,0.000000000,0.002530083,0.000000000
1645481329.838875055,0.000000000,0.000000000,0.002516252,0.000000000
1645481329.882855654,0.000000000,0.000000000,0.002503144,0.000000000
1645481329.882873535,0.000000000,0.000000000,0.002490177,0.000000000
1645481329.882884979,0.000000000,0.000000000,0.002476771,0.000000000
1645481329.882896662,0.000000000,0.000000000,0.002466788,0.000000000
1645481329.885241747,0.000000000,0.000000000,0.002459780,0.000000000
1645481329.895334244,0.000000000,0.000000000,0.002455438,0.000000000
1645481329.938838243,0.000000000,0.000000000,0.002453565,0.000000000
1645481329.938855886,0.000000000,0.000000000,0.002454081,0.000000000
1645481329.938874245,0.000000000,0.000000000,0.002457006,0.000000000
1645481329.938886404,0.000000000,0.000000000,0.002462472,0.000000000
1645481329.982834816,0.000000000,0.000000000,0.002470723,0.000000000
1645481329.982848406,0.000000000,0.000000000,0.002477668,0.000000000
1645481329.982859373,0.000000000,0.000000000,0.002483618,0.000000000
1645481329.982874870,0.000000000,0.000000000,0.002488838,0.000000000
1645481330.026856184,0.000000000,0.000000000,0.002493561,0.000000000
1645481330.026874065,0.000000000,0.000000000,0.002493540,0.000000000
1645481330.026888847,0.000000000,0.000000000,0.002488774,0.000000000
